campaign_id,customer_id,campaign_name,channel,device_type,send_date,opened,clicked,converted,revenue_usd
CMP486 ,CUST1489,Summer Sale, Email,desktop,2/3/2024,no ,No,Yes,54.54
CMP772 ,CUST2032,holiday promo ,EMAIL ,Tablet,10/22/2024,No, yes ,Yes,119.73
CMP992 ,CUST4081,Holiday Promo, Email,tablet ,12/9/2024,Yes,, no,106.39
CMP600 ,CUST4793, new product launch ,Email,Desktop,10/13/2024,Yes,,yes ,83.74
CMP657 ,CUST3685,Holiday  Promo,EMAIL ,Tablet,8/21/2024,,No,yes ,175.71
CMP278 ,CUST7582,Holiday  Promo, Email,Desktop,11/23/2024,No,no,,196.42
CMP542 ,CUST2416,New Product Launch,EMAIL ,mobile ,7/27/2024, yes,no, no,127.07
CMP268 ,CUST1700,Holiday  Promo,email,Moble,10/3/2024,,No,,238.2
CMP911 ,CUST4372, new product launch , Email,Mobile,3/12/2024,Yes,,,28.66
CMP689 ,CUST1066,holiday promo ,email,Tablet,1/22/2024, yes,no,Yes,104.51
CMP916 ,CUST7116, black friday, Email,Moble,6/15/2024,No,,yes ,62.65
CMP208 ,CUST4699,New product launch, Email,mobile ,7/27/2024,Yes,,Yes,0
CMP173 ,CUST6022,Holiday Promo, Email,Desktop,9/10/2024,,Yes,No,113.39
CMP402 ,CUST2983,Holiday Promo,email,tablet ,1/13/2024,Yes, yes , no,
CMP466 ,CUST7602,Summer Sale,EMAIL ,Desktop,3/1/2024, yes,No,yes ,241.08
CMP589 ,CUST1686,New product launch, Email,Mobile,8/7/2024, yes, yes ,Yes,170.46
CMP981 ,CUST7287, black friday,Email,desktop,5/10/2024,no ,Yes, no,38.07
CMP877 ,CUST2422,Black friday,EMAIL ,Moble,1/20/2024,Yes,No,Yes,268.33
CMP445 ,CUST4954,New Product Launch, Email,Mobile,8/20/2024, yes,, no,217.68
CMP197 ,CUST1168,New product launch,email,Moble,4/20/2024,,no,Yes,166.57
CMP381 ,CUST7359, black friday,Email,Desktop,9/14/2024,,no,No,101.88
CMP266 ,CUST1652,holiday promo ,EMAIL ,desktop,8/19/2024,No,Yes,No,43.24
CMP105 ,CUST7345, new product launch ,email,tablet ,9/3/2024,Yes, yes ,No,90.22
CMP799 ,CUST9083,Holiday Promo, Email,tablet ,4/24/2024,Yes,No,No,207.1
CMP719 ,CUST1387,Black friday, Email,Desktop,3/8/2024,Yes,,yes ,270.77
CMP528 ,CUST8760,Summer Sale,EMAIL ,desktop,11/21/2024,no ,Yes,Yes,243.46
CMP780 ,CUST6859,Black friday, Email,Moble,2/14/2024,No,Yes,Yes,80.89
CMP291 ,CUST4219,Black friday,EMAIL ,Moble,3/23/2024,no ,Yes,No,30.43
CMP673 ,CUST1651,Holiday Promo,email,mobile ,10/25/2024,No,no,Yes,131.27
CMP907 ,CUST1199, summer sale,EMAIL ,Moble,7/9/2024,Yes, yes ,No,0
CMP981 ,CUST8870,Holiday Promo,email,Tablet,6/12/2024,no ,no,No,145.85
CMP666 ,CUST9870, summer sale,email,Tablet,2/20/2024,,No,Yes,108.19
CMP174 ,CUST3698,Holiday Promo, Email,tablet ,9/1/2024,No, yes , no,82.72
CMP143 ,CUST6250,Black Friday,Email,mobile ,1/31/2024,no ,no,,0
CMP230 ,CUST8853,New Product Launch, Email,Tablet,4/25/2024,No,,,161.09
CMP176 ,CUST8090,New Product Launch,Email,desktop,5/27/2024,,Yes,No,77.38
CMP384 ,CUST7443,holiday promo , Email,Tablet,11/24/2024, yes,,,
CMP975 ,CUST8699, black friday, Email,desktop,6/16/2024,,,,0
CMP193 ,CUST9022,Holiday  Promo,Email,Desktop,3/11/2024, yes, yes ,,117.8
CMP431 ,CUST4922,New Product Launch,email,Desktop,9/19/2024,No, yes ,,261.78
CMP370 ,CUST7944,New product launch,email,tablet ,12/12/2024, yes,No,yes ,252.9
CMP428 ,CUST4349,Black friday,email,Mobile,12/30/2024,No,No,,83.43
CMP287 ,CUST9142,Holiday  Promo,email,desktop,11/20/2024, yes,, no,71.82
CMP360 ,CUST2180,holiday promo ,Email,desktop,10/2/2024,no ,Yes,Yes,157.5
CMP360 ,CUST9110,Black friday,EMAIL ,Moble,4/6/2024,No, yes ,Yes,40.13
CMP601 ,CUST2770,Black friday, Email,desktop,8/6/2024,Yes,No,No,144.14
CMP920 ,CUST1892,Summer Sale,Email,Desktop,3/3/2024,,,yes ,181.29
CMP860 ,CUST7934,Holiday Promo,Email,Tablet,3/6/2024,Yes,Yes,yes ,218.15
CMP391 ,CUST8041,Holiday Promo,email,mobile ,11/15/2024,, yes ,No,111.99
CMP698 ,CUST6189,Holiday Promo,email,tablet ,3/18/2024,No,,,
CMP193 ,CUST5419,Black friday,Email,Mobile,1/9/2024,no ,No,No,49.76
CMP277 ,CUST4610,holiday promo ,Email,Mobile,8/23/2024, yes,no,,53.85
CMP556 ,CUST4496,Holiday Promo,Email,tablet ,11/3/2024,no ,no, no,101.88
CMP493 ,CUST7228,Summer Sale,EMAIL ,mobile ,3/17/2024,no ,,yes ,149.39
CMP619 ,CUST7355,Black friday,email,Desktop,6/13/2024,Yes,, no,
CMP312 ,CUST4570,Holiday  Promo,EMAIL ,desktop,3/27/2024,No, yes ,No,55.75
CMP580 ,CUST1397,New product launch,email,Tablet,7/13/2024,no ,Yes, no,239.42
CMP490 ,CUST1335,Black friday, Email,Tablet,10/19/2024,no ,Yes, no,98.31
CMP375 ,CUST7006,holiday promo , Email,mobile ,5/10/2024,No,,,118.29
CMP300 ,CUST1594,Black Friday,EMAIL ,Mobile,11/2/2024,Yes,No,Yes,60.22
CMP151 ,CUST5102, summer sale,EMAIL ,desktop,11/11/2024, yes,No, no,0
CMP290 ,CUST4753,Black Friday,EMAIL ,mobile ,5/22/2024,Yes,No,Yes,190.72
CMP770 ,CUST3882,holiday promo , Email,desktop,11/13/2024,No,Yes,No,178.95
CMP168 ,CUST2663,holiday promo ,email,Moble,11/4/2024,no ,,yes ,97.49
CMP291 ,CUST5024,Summer Sale,EMAIL ,tablet ,4/1/2024, yes,,Yes,125.36
CMP158 ,CUST7452,SUMMER SALE,email,Mobile,9/13/2024,No,No,No,161.28
CMP687 ,CUST5575,Black friday,email,desktop,11/7/2024,Yes,No,No,0
CMP143 ,CUST2098,Black Friday,email,Mobile,11/23/2024,no ,, no,77.68
CMP663 ,CUST9871, new product launch , Email,Moble,12/12/2024,, yes ,,183.54
CMP867 ,CUST7638,holiday promo , Email,mobile ,10/22/2024,no ,No,Yes,19.66
CMP476 ,CUST5889, summer sale, Email,desktop,4/15/2024, yes, yes ,Yes,143.48
CMP868 ,CUST1262,Holiday Promo, Email,tablet ,6/10/2024,no ,,No,11.47
CMP505 ,CUST5005,SUMMER SALE,Email,mobile ,11/28/2024, yes,no, no,157.31
CMP480 ,CUST4353,Black friday,email,desktop,8/26/2024,No,No,Yes,117.15
CMP458 ,CUST8620,Black Friday, Email,Mobile,5/31/2024, yes,,,0
CMP989 ,CUST8855, summer sale,EMAIL ,Desktop,9/1/2024, yes,,No,
CMP249 ,CUST5417,Summer Sale,Email,Moble,1/6/2024,, yes ,Yes,61.23
CMP917 ,CUST8541,Holiday  Promo,EMAIL ,Desktop,8/17/2024,Yes,,,55.18
CMP876 ,CUST8987,Black Friday,Email,Tablet,3/4/2024,,,Yes,136.05
CMP486 ,CUST6409,New product launch, Email,Tablet,3/19/2024,No,No,No,211.89
CMP382 ,CUST7461,Holiday Promo,Email,Mobile,2/17/2024,Yes,No,No,38.73
CMP527 ,CUST3484,Black Friday,EMAIL ,mobile ,8/2/2024,Yes,No,Yes,124.93
CMP905 ,CUST2082,Holiday Promo, Email,mobile ,5/15/2024,Yes,Yes, no,154.31
CMP481 ,CUST8682,holiday promo ,EMAIL ,Tablet,6/24/2024,,No,,175.45
CMP925 ,CUST5018,Holiday Promo,Email,desktop,9/23/2024, yes, yes ,,134.12
CMP841 ,CUST7630,Summer Sale,EMAIL ,tablet ,6/2/2024,Yes,No,,90.64
CMP324 ,CUST5075,Black friday,email,Mobile,4/24/2024,, yes , no,53.79
CMP439 ,CUST5900, summer sale,email,mobile ,7/23/2024,Yes, yes ,Yes,126.89
CMP542 ,CUST3523,Black Friday, Email,Mobile,8/11/2024, yes,Yes,yes ,34.23
CMP603 ,CUST7493,New Product Launch,email,desktop,4/30/2024,No, yes ,No,0
CMP444 ,CUST3608,New Product Launch,EMAIL ,Moble,11/8/2024,Yes,Yes,Yes,154.92
CMP108 ,CUST3458, black friday, Email,desktop,2/12/2024,No,Yes,Yes,192.31
CMP236 ,CUST5774,Holiday  Promo,EMAIL ,Tablet,8/29/2024,Yes,No,yes ,0
CMP696 ,CUST2349,Summer Sale,Email,tablet ,6/18/2024,No,no, no,39.22
CMP398 ,CUST9619, summer sale,EMAIL ,mobile ,2/25/2024,no ,,yes ,169.53
CMP816 ,CUST9435, summer sale, Email,Moble,3/21/2024, yes,Yes, no,284.6
CMP811 ,CUST8744,Black friday,EMAIL ,Moble,6/22/2024, yes,no, no,121.66
CMP967 ,CUST6067,New product launch,EMAIL ,mobile ,4/30/2024,no ,No,No,61.76
CMP701 ,CUST2928,SUMMER SALE,Email,desktop,1/19/2024,No,Yes,yes ,105.37
CMP693 ,CUST4919, new product launch , Email,desktop,6/19/2024,Yes,,,229.99
CMP314 ,CUST8753,New product launch,Email,Desktop,6/3/2024,no ,No,yes ,68.32
CMP961 ,CUST5131,Black Friday,email,tablet ,2/3/2024,no ,no,yes ,
CMP434 ,CUST7919,New product launch,EMAIL ,tablet ,8/18/2024,Yes,No,yes ,81.38
CMP996 ,CUST6481,SUMMER SALE,Email,mobile ,7/31/2024,,, no,43.73
CMP838 ,CUST3957,Black Friday,Email,tablet ,5/22/2024, yes, yes ,,129.81
CMP207 ,CUST8910, black friday,email,mobile ,7/9/2024, yes,,yes ,249.97
CMP641 ,CUST4222,Black Friday,Email,desktop,9/28/2024, yes,, no,145.85
CMP118 ,CUST7673,New Product Launch,Email,desktop,1/23/2024,no ,,,99.81
CMP954 ,CUST4651,Black friday,EMAIL ,Desktop,4/28/2024,No,,yes ,96.66
CMP643 ,CUST4755,Summer Sale,email,tablet ,7/21/2024,No,no,Yes,0
CMP177 ,CUST5483, black friday, Email,Mobile,8/8/2024, yes,,Yes,
CMP318 ,CUST9750,New product launch,EMAIL ,tablet ,9/11/2024,No,no,,113.77
CMP771 ,CUST4281,Summer Sale, Email,Mobile,6/17/2024,No,no,Yes,105.56
CMP867 ,CUST5230,SUMMER SALE,EMAIL ,Tablet,2/20/2024,no ,No, no,375.45
CMP470 ,CUST2599,holiday promo ,EMAIL ,Moble,4/14/2024,Yes,Yes,No,143.9
CMP103 ,CUST4924, summer sale,EMAIL ,mobile ,3/3/2024,no , yes ,Yes,59.86
CMP898 ,CUST9758,Black friday,Email,desktop,9/13/2024,Yes, yes ,Yes,85.89
CMP925 ,CUST4101, black friday,EMAIL ,Tablet,6/29/2024,,Yes,Yes,211.88
CMP264 ,CUST9553, new product launch ,email,desktop,3/24/2024,Yes, yes , no,129.06
CMP624 ,CUST7593,Holiday Promo,email,mobile ,8/9/2024,,Yes,No,4.94
CMP899 ,CUST9099, black friday, Email,desktop,12/2/2024, yes,No,Yes,193.54
CMP103 ,CUST6823,Summer Sale,EMAIL ,Tablet,1/19/2024,no ,Yes,yes ,66.55
CMP963 ,CUST2572,New Product Launch,Email,Moble,8/25/2024,no ,no,,269.86
CMP448 ,CUST2962,New Product Launch,Email,tablet ,10/9/2024,No, yes ,,206.4
CMP979 ,CUST2746,Summer Sale,EMAIL ,Tablet,8/5/2024, yes,no,No,84.21
CMP521 ,CUST2218, black friday,EMAIL ,Mobile,5/23/2024, yes, yes , no,222.48
CMP391 ,CUST6369,SUMMER SALE,Email,tablet ,1/12/2024,,,,
CMP197 ,CUST5328,Holiday  Promo,EMAIL ,Mobile,2/21/2024,,No,,188.22
CMP383 ,CUST6103, black friday,Email,tablet ,2/10/2024,,,yes ,158.78
CMP202 ,CUST7613,Summer Sale,EMAIL ,desktop,10/9/2024, yes, yes ,Yes,52.29
CMP702 ,CUST1065, summer sale, Email,Mobile,3/11/2024, yes,no,,68.52
CMP705 ,CUST5056, summer sale,EMAIL ,mobile ,2/24/2024,,Yes,Yes,202.4
CMP825 ,CUST3075,SUMMER SALE,email,desktop,8/28/2024,, yes ,,93.22
CMP343 ,CUST1972,Black Friday,email,Moble,4/6/2024,No,,yes ,87.71
CMP704 ,CUST7742,New Product Launch,EMAIL ,Desktop,6/25/2024,,Yes, no,43.59
CMP609 ,CUST1023, summer sale, Email,Moble,5/10/2024, yes,No,,153.89
CMP694 ,CUST2965,New product launch,email,mobile ,4/4/2024,No,No,Yes,285
CMP236 ,CUST4573,holiday promo ,Email,Moble,2/6/2024,No,Yes,Yes,34.6
CMP311 ,CUST8324,SUMMER SALE,email,Tablet,7/30/2024, yes, yes , no,121.94
CMP796 ,CUST5506,Black friday,email,tablet ,7/12/2024,No,no,yes ,232.98
CMP978 ,CUST4977,Black friday, Email,Desktop,4/6/2024,Yes, yes ,Yes,113.63
CMP162 ,CUST1976, new product launch , Email,Moble,8/9/2024,No,no,Yes,156.19
CMP386 ,CUST3900,Black Friday,Email,desktop,5/27/2024,Yes,, no,35.01
CMP329 ,CUST8362,Holiday Promo,EMAIL ,tablet ,6/27/2024,no , yes ,No,154.26
CMP236 ,CUST1280,Holiday Promo, Email,desktop,9/2/2024,,,No,105.03
CMP479 ,CUST9552,holiday promo ,Email,Desktop,2/26/2024, yes,no,Yes,198.86
CMP209 ,CUST4952,holiday promo ,EMAIL ,tablet ,2/2/2024,,,,214.99
CMP742 ,CUST9143, black friday,Email,mobile ,9/28/2024, yes,, no,327.17
CMP592 ,CUST4168,SUMMER SALE,Email,Tablet,10/17/2024,no , yes ,yes ,166.37
CMP511 ,CUST6847, summer sale, Email,desktop,10/27/2024,No, yes ,Yes,146.06
CMP877 ,CUST4951, black friday,EMAIL ,desktop,6/21/2024,no ,,Yes,135.55
CMP678 ,CUST3244,Holiday Promo, Email,tablet ,12/19/2024,No,no, no,91.75
CMP174 ,CUST2681,New product launch, Email,Tablet,9/30/2024,No,No,No,147.08
CMP362 ,CUST1191,New Product Launch, Email,Mobile,7/8/2024,,no,No,96.37
CMP342 ,CUST2946, summer sale,EMAIL ,tablet ,2/17/2024,No,Yes, no,133.48
CMP271 ,CUST1104,Black friday,email,tablet ,12/18/2024, yes,Yes,Yes,225.41
CMP689 ,CUST5549,Summer Sale, Email,Tablet,9/14/2024, yes,no,,39.48
CMP856 ,CUST2597,New product launch,Email,Tablet,12/22/2024,No,No,No,211.19
CMP850 ,CUST3939,Holiday Promo,email,mobile ,4/29/2024, yes,no,Yes,225.37
CMP733 ,CUST3203,Summer Sale,Email,Tablet,12/4/2024, yes, yes , no,110.55
CMP953 ,CUST3606,Black friday, Email,Mobile,3/19/2024, yes,Yes,,0
CMP530 ,CUST2778, summer sale,email,mobile ,3/30/2024,No,no,Yes,71.37
CMP932 ,CUST3722,holiday promo ,EMAIL ,desktop,8/10/2024,,,,223.76
CMP535 ,CUST3820,New Product Launch, Email,Desktop,4/20/2024, yes,,No,118.17
CMP402 ,CUST7152, black friday, Email,Mobile,1/11/2024,No,Yes,No,40.06
CMP977 ,CUST2854, black friday, Email,desktop,12/24/2024,Yes,,No,79.62
CMP918 ,CUST3071,Holiday Promo,Email,Moble,10/2/2024,Yes,No,,187.25
CMP637 ,CUST9807, summer sale,EMAIL ,Desktop,10/9/2024,,No,No,163.74
CMP970 ,CUST4363,SUMMER SALE,email,Tablet,1/23/2024,,No,,100.89
CMP838 ,CUST9957, summer sale,EMAIL ,desktop,8/14/2024, yes, yes ,Yes,90.65
CMP898 ,CUST1447,New product launch,Email,tablet ,1/17/2024,Yes, yes ,No,88.66
CMP184 ,CUST4119,Black friday,Email,desktop,11/22/2024, yes,Yes,,46.21
CMP461 ,CUST6125,Black Friday,Email,tablet ,1/14/2024, yes, yes ,yes ,249.23
CMP932 ,CUST3423,New Product Launch, Email,Desktop,3/22/2024,,Yes,No,94.21
CMP395 ,CUST9215,New Product Launch,Email,Desktop,3/30/2024,no ,Yes,,217.37
CMP145 ,CUST1800,Summer Sale,EMAIL ,mobile ,8/10/2024, yes, yes ,Yes,241.71
CMP381 ,CUST9684,SUMMER SALE, Email,desktop,7/4/2024,No,no,No,199.86
CMP429 ,CUST7054,New product launch,Email,Desktop,5/17/2024,No,, no,85.47
CMP140 ,CUST8696,Summer Sale, Email,mobile ,1/22/2024,no ,,,152.3
CMP463 ,CUST1278,New Product Launch,email,mobile ,10/12/2024,Yes, yes ,Yes,118.06
CMP358 ,CUST9660, summer sale,Email,Desktop,3/3/2024,No,, no,47.7
CMP354 ,CUST9448,Holiday Promo, Email,Tablet,9/12/2024,,Yes, no,145.95
CMP789 ,CUST2073,SUMMER SALE, Email,Moble,5/17/2024,No,,,25.68
CMP848 ,CUST6038,Black Friday,EMAIL ,mobile ,11/26/2024,No,no,No,215.01
CMP965 ,CUST9656,Black Friday,email,Mobile,7/7/2024, yes,Yes, no,82.83
CMP398 ,CUST7387,SUMMER SALE,EMAIL ,tablet ,1/21/2024, yes,Yes,No,136.09
CMP838 ,CUST7046,Holiday  Promo,email,Desktop,7/25/2024,Yes,Yes, no,142.66
CMP911 ,CUST5584,holiday promo ,Email,tablet ,7/12/2024,Yes, yes ,No,99.29
CMP631 ,CUST3923,holiday promo ,EMAIL ,Tablet,10/11/2024,no ,,Yes,166.94
CMP138 ,CUST5746,New product launch,Email,tablet ,12/10/2024,No,No,No,82.01
CMP943 ,CUST6817,Holiday Promo,EMAIL ,Moble,4/16/2024,Yes,no,No,189.7
CMP192 ,CUST2549, new product launch , Email,Moble,3/13/2024,Yes,,Yes,12.32
CMP346 ,CUST2497,New product launch,email,desktop,11/6/2024,No,no,yes ,130.11
CMP516 ,CUST1569, new product launch ,Email,Mobile,4/25/2024,no , yes , no,
CMP612 ,CUST7671, black friday,Email,Mobile,2/18/2024,No,Yes,Yes,39.97
CMP897 ,CUST7799, summer sale,email,tablet ,10/27/2024,Yes,No, no,65.78
CMP819 ,CUST9148,holiday promo ,EMAIL ,tablet ,6/19/2024,no ,Yes,,161.11
CMP476 ,CUST6665,SUMMER SALE,Email,Mobile,12/14/2024,,Yes,Yes,134.37
CMP688 ,CUST5699, summer sale,EMAIL ,mobile ,9/26/2024,no ,, no,148.05
CMP700 ,CUST3282,Black Friday,email,mobile ,6/24/2024,No,,,159.13
CMP345 ,CUST8393,holiday promo ,EMAIL ,Desktop,9/15/2024,Yes,Yes,yes ,170.78
CMP977 ,CUST5816,SUMMER SALE, Email,Tablet,1/19/2024, yes,Yes,yes ,208.78
CMP504 ,CUST8023,Black Friday,Email,Moble,5/1/2024,Yes,No, no,152.79
CMP297 ,CUST1907, black friday,email,Desktop,1/10/2024,no ,,Yes,100.7
CMP801 ,CUST8465, summer sale,EMAIL ,Tablet,1/14/2024,Yes,No,No,173.81
CMP464 ,CUST1852,Black Friday,email,desktop,5/10/2024,no ,no, no,271.99
CMP246 ,CUST4454, black friday,EMAIL ,Desktop,10/14/2024,Yes,No,yes ,109.39
CMP640 ,CUST8330,Holiday Promo,EMAIL ,Desktop,10/10/2024,no ,,,
CMP317 ,CUST4829,New product launch,EMAIL ,Moble,3/10/2024,Yes,Yes,yes ,208.57
CMP118 ,CUST1778, black friday,EMAIL ,Moble,8/19/2024, yes, yes ,,110.37
CMP831 ,CUST8423,holiday promo ,email,desktop,4/3/2024,,, no,0
CMP665 ,CUST8474, summer sale,EMAIL ,mobile ,12/2/2024, yes,, no,187.79
CMP354 ,CUST3407,Holiday  Promo,Email,Desktop,11/22/2024,, yes ,,77.17
CMP977 ,CUST4185,SUMMER SALE,email,Mobile,11/12/2024,No, yes ,No,112.76
CMP673 ,CUST1897,Black Friday,Email,Moble,8/8/2024,No,no,Yes,146.56
CMP131 ,CUST8241,SUMMER SALE,email,Desktop,8/22/2024,No,,,135.24
CMP778 ,CUST6927,New product launch,email,Moble,4/22/2024,,Yes,yes ,176.76
CMP517 ,CUST2930,SUMMER SALE, Email,Desktop,1/2/2024,,No, no,85.16
CMP657 ,CUST3402,Black Friday,EMAIL ,Mobile,10/29/2024,no ,, no,161.05
CMP174 ,CUST4549,Summer Sale, Email,tablet ,6/25/2024,Yes,No,No,99.24
CMP444 ,CUST2969,holiday promo ,email,tablet ,9/27/2024,no ,,No,179.1
CMP891 ,CUST6091, black friday,EMAIL ,Tablet,5/3/2024,Yes,No, no,169.23
CMP783 ,CUST9419,Black Friday, Email,desktop,4/24/2024,Yes,Yes, no,
CMP183 ,CUST4167,New Product Launch,EMAIL ,tablet ,9/14/2024,Yes,Yes, no,206.88
CMP763 ,CUST5575, summer sale,EMAIL ,Tablet,9/27/2024, yes,Yes, no,77.12
CMP983 ,CUST9549,Holiday Promo, Email,Tablet,7/27/2024,No,Yes,yes ,184.64
CMP376 ,CUST1275,Black friday, Email,desktop,4/22/2024,no ,No,Yes,149.38
CMP243 ,CUST7606,Black Friday,email,Moble,12/31/2024, yes,Yes,,267.05
CMP603 ,CUST8768,Black Friday,Email,mobile ,2/17/2024, yes,Yes, no,102.12
CMP369 ,CUST2100,Holiday Promo,email,mobile ,9/25/2024,No,Yes,No,92.05
CMP275 ,CUST4319,Holiday  Promo, Email,Mobile,6/9/2024,,Yes, no,118.45
CMP268 ,CUST2665, summer sale,email,Mobile,1/6/2024,Yes,No, no,95.75
CMP785 ,CUST6206,SUMMER SALE, Email,desktop,5/1/2024,, yes , no,184
CMP558 ,CUST2217,New product launch,EMAIL ,Desktop,3/3/2024,,Yes,No,0
CMP244 ,CUST7481,holiday promo ,Email,tablet ,10/23/2024,no , yes ,yes ,35.71
CMP309 ,CUST5098, summer sale, Email,desktop,1/28/2024,Yes,No, no,34.58
CMP274 ,CUST4058, summer sale,Email,tablet ,9/12/2024,Yes,no,,196.02
CMP204 ,CUST4168,holiday promo , Email,mobile ,10/1/2024, yes,no,,256.85
CMP536 ,CUST4795, black friday,email,Mobile,8/12/2024,No,,yes ,111.64
CMP334 ,CUST8366, new product launch ,Email,desktop,7/28/2024,no ,no,Yes,
CMP162 ,CUST7597,Black friday,email,desktop,8/20/2024,No,Yes,yes ,125.6
CMP247 ,CUST2382,New product launch,email,mobile ,1/2/2024, yes, yes ,No,212.95
CMP795 ,CUST6997,Summer Sale,EMAIL ,Moble,2/14/2024,Yes, yes , no,45.81
CMP174 ,CUST9566,New product launch,email,Mobile,10/18/2024, yes,, no,139.07
CMP140 ,CUST9753,New product launch,EMAIL ,mobile ,8/21/2024,,,,198.02
CMP988 ,CUST1264,SUMMER SALE,email,Mobile,5/27/2024,Yes,,No,160.09
CMP543 ,CUST5108, black friday,EMAIL ,Tablet,12/5/2024, yes,,yes ,135.17
CMP744 ,CUST2081,New product launch,Email,Desktop,11/8/2024,no ,,,200.08
CMP869 ,CUST1586, new product launch , Email,Mobile,8/22/2024,No,No,,0
CMP589 ,CUST4211, black friday,email,Mobile,7/24/2024, yes,no,Yes,174.23
CMP742 ,CUST8559,Black friday, Email,desktop,11/10/2024,No,,,67.67
CMP835 ,CUST3521,SUMMER SALE,EMAIL ,Moble,8/11/2024,no ,Yes,,0
CMP100 ,CUST7530,New product launch,email,Tablet,6/11/2024, yes,Yes,yes ,160.9
CMP988 ,CUST6904,Black Friday, Email,Tablet,1/16/2024,no ,,Yes,229.89
CMP271 ,CUST5580, black friday,email,tablet ,1/16/2024, yes, yes ,yes ,109
CMP502 ,CUST8547,New Product Launch, Email,mobile ,4/3/2024, yes,,yes ,196.23
CMP749 ,CUST3180,New product launch,EMAIL ,tablet ,4/5/2024,No,No,,248.98
CMP448 ,CUST7633,SUMMER SALE,EMAIL ,Mobile,10/20/2024,No,,yes ,225.19
CMP451 ,CUST7374,SUMMER SALE,email,desktop,9/4/2024,No, yes ,,251.2
CMP478 ,CUST2674,Holiday Promo,Email,Moble,11/7/2024, yes, yes ,Yes,179.37
CMP369 ,CUST7328, black friday,EMAIL ,Mobile,11/26/2024,no , yes ,yes ,126.03
CMP413 ,CUST2965,New product launch,Email,tablet ,4/24/2024,no ,, no,
CMP634 ,CUST6465,New Product Launch,email,Desktop,3/25/2024,Yes, yes ,No,
CMP433 ,CUST5811,Black friday,Email,Desktop,7/20/2024,No,Yes,No,52.54
CMP319 ,CUST7872,Black friday,Email,mobile ,3/29/2024,no , yes ,Yes,293.68
CMP372 ,CUST3452, new product launch ,Email,Desktop,1/9/2024,Yes, yes ,No,105.93
CMP641 ,CUST2999, new product launch , Email,Moble,8/21/2024,,No, no,129.86
CMP232 ,CUST4850, black friday,EMAIL ,desktop,1/4/2024,No, yes ,,164.12
CMP432 ,CUST9297,Black Friday, Email,Moble,8/7/2024, yes, yes ,No,123.49
CMP445 ,CUST9359,Holiday  Promo,EMAIL ,Moble,3/11/2024,,no,yes ,255.6
CMP961 ,CUST5719,SUMMER SALE,email,Desktop,6/11/2024,Yes,no,yes ,70.19
CMP971 ,CUST1102,Summer Sale,Email,mobile ,1/14/2024, yes,No,,135.57
CMP174 ,CUST4873,SUMMER SALE,Email,tablet ,11/27/2024, yes,Yes,No,60.6
CMP592 ,CUST1553, black friday,email,Tablet,1/3/2024,,No,Yes,14.4
CMP971 ,CUST9516, black friday, Email,desktop,5/25/2024,No,no,No,71.06
CMP752 ,CUST8226, new product launch ,EMAIL ,Tablet,8/4/2024,No,Yes,No,117.04
CMP856 ,CUST3747,Holiday  Promo,EMAIL ,mobile ,7/6/2024,,No,No,85.66
CMP935 ,CUST2734, new product launch ,email,mobile ,12/28/2024,No,No,,64.61
CMP760 ,CUST1116,New product launch,EMAIL ,Moble,3/14/2024,Yes,no,Yes,7.49
CMP525 ,CUST5299,Black friday,email,mobile ,2/16/2024,no , yes ,Yes,113.35
CMP582 ,CUST7619, black friday,Email,Tablet,9/29/2024,No,No,yes ,0
CMP366 ,CUST6950, black friday,EMAIL ,desktop,9/2/2024,no ,No,,180.8
CMP733 ,CUST2478, black friday, Email,desktop,1/17/2024,No,Yes, no,126.6
CMP286 ,CUST8201, summer sale, Email,mobile ,1/28/2024,no ,No,No,3.4
CMP845 ,CUST4559,New Product Launch,email,tablet ,8/14/2024, yes,No,No,95.26
CMP680 ,CUST4507, new product launch , Email,mobile ,3/20/2024,no , yes ,,59.83
CMP341 ,CUST3357,Holiday Promo,email,Desktop,2/8/2024,No,,,145.53
CMP415 ,CUST5370,Black Friday,Email,desktop,4/14/2024,no ,No,No,227.24
CMP120 ,CUST6449,holiday promo ,EMAIL ,Moble,7/20/2024,,Yes,No,0
CMP968 ,CUST8189,Summer Sale,email,Moble,8/16/2024,no ,Yes,No,129.2
CMP782 ,CUST8676, black friday, Email,Tablet,1/29/2024,No,no,yes ,107.19
CMP671 ,CUST9502,Holiday Promo,email,mobile ,3/11/2024,Yes,No,yes ,173.71
CMP843 ,CUST1889, black friday,email,mobile ,7/22/2024,Yes, yes ,,137.06
CMP802 ,CUST8628, black friday, Email,Desktop,9/7/2024, yes,,yes ,59.84
CMP647 ,CUST7460,Summer Sale,Email,mobile ,4/4/2024, yes, yes ,No,94.48
CMP934 ,CUST6254, summer sale, Email,Mobile,7/17/2024,No,No,,56.32
CMP252 ,CUST3743, new product launch ,EMAIL ,Tablet,2/17/2024,Yes, yes ,No,
CMP988 ,CUST9378,Holiday Promo,Email,Moble,9/1/2024,Yes,, no,121.7
CMP803 ,CUST9189, summer sale,Email,mobile ,8/28/2024,Yes,No,No,272.1
CMP220 ,CUST8542,Black Friday, Email,tablet ,2/29/2024,Yes,Yes,,115.15
CMP215 ,CUST7268,Black Friday,Email,mobile ,12/10/2024,Yes,Yes,,63.33
CMP840 ,CUST6618,New product launch, Email,mobile ,1/17/2024,,No,Yes,0
